asset_no,device_type,brand,model,serial,building,floor,department,location,department_code,status,site,contract_no,ip,mac,remote_id,updated_at,updated_by,remark,vendor,install_date,uninstall_date,warranty_end,device_group,cost_center,meter_required,meter_mode,asset_site_code
1145,PRINTER THERMAL,ZEBRA,ZD421,D6J222700835,ตึกผู้ป่วยนอก (OPD),3,EKG,ห้องบัตร,เวชระเบียน,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-01141
1146,PRINTER THERMAL,ZEBRA,ZD421,D6J222700825,ตึกผู้ป่วยนอก (OPD),3,OPD สูตินรีเวช,ฝากครรภ์,สูตินรีเวชกรรม,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-01142
1147,PRINTER THERMAL,ZEBRA,ZD421,D6J222613537,ตึกผู้ป่วยนอก (OPD),3,OPD สูตินรีเวช,ฝากครรภ์,สูตินรีเวชกรรม,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-01143
1148,PRINTER THERMAL,ZEBRA,ZD421,D6J222614632,ตึกผู้ป่วยนอก (OPD),3,OPD สูตินรีเวช,ฝากครรภ์,สูตินรีเวชกรรม,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-01144
1149,PRINTER THERMAL,ZEBRA,ZD421,D6J222700799,ตึกผู้ป่วยนอก (OPD),3,OPD สูตินรีเวช,ฝากครรภ์,สูตินรีเวชกรรม,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-01145
1150,PRINTER THERMAL,ZEBRA,ZD421,D6J222613619,ตึกผู้ป่วยนอก (OPD),3,OPD สูตินรีเวช,ฝากครรภ์,สูตินรีเวชกรรม,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-01146
1151,PRINTER THERMAL,ZEBRA,ZD421,D6J222700812,ตึกผู้ป่วยนอก (OPD),3,OPD สูตินรีเวช,ฝากครรภ์,สูตินรีเวชกรรม,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-01147
1152,PRINTER THERMAL,ZEBRA,ZD421,D6J222702206,ตึกผู้ป่วยนอก (OPD),3,วางแผนครอบครัว,,สูตินรีเวชกรรม,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-01148
1153,PRINTER THERMAL,ZEBRA,ZD421,D6J222614759,ตึกผู้ป่วยนอก (OPD),3,วางแผนครอบครัว,,สูตินรีเวชกรรม,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-01149
1154,PRINTER THERMAL,ZEBRA,ZD421,D6J222613759,ตึกผู้ป่วยนอก (OPD),3,วางแผนครอบครัว,,สูตินรีเวชกรรม,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-01150
1155,PRINTER THERMAL,ZEBRA,ZD421,D6J222702158,ตึกผู้ป่วยนอก (OPD),2,หน่วยส่องกล้องระบบทางเดินหายใจ,,อายุรกรรมโรคปอดและระบบทางเดินหายใจ,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-01151
1156,PRINTER THERMAL,ZEBRA,ZD421,D6J222614744,ตึกผู้ป่วยนอก (OPD),2,หน่วยส่องกล้องระบบทางเดินหายใจ,,อายุรกรรมโรคปอดและระบบทางเดินหายใจ,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-01152
398,BARCODE SCANNERS,ZEBRA,DS2208,S22178010553625,ตึกเชี่ยวชาญ,2,ห้องเตรียมยาเคมีบำบัด,,เภสัชกรรม,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-00394
399,BARCODE SCANNERS,ZEBRA,DS2208,S22179010552242,ตึกเชี่ยวชาญ,2,ห้องเตรียมยาเคมีบำบัด,,เภสัชกรรม,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-00395
1159,SCANNERS,CANON,DR-C230,JA431113,ตึกผู้ป่วยนอก (OPD),2,ห้องบัตร,จุดบริการ 2,เวชระเบียน,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-08-10 11:31:40,nikorn2527@gmail.com,,,,,,COMPANY,,FALSE,TOTAL,UDH-01155
400,BARCODE SCANNERS,ZEBRA,DS2208,S22179010552245,ตึกเชี่ยวชาญ,2,ห้องเตรียมยาเคมีบำบัด,,เภสัชกรรม,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-00396
401,BARCODE SCANNERS,ZEBRA,DS2208,S22179010552244,ตึกเชี่ยวชาญ,2,ห้องเตรียมยาเคมีบำบัด,,เภสัชกรรม,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-00397
1162,BARCODE SCANNERS,ZEBRA,DS2208,S20191010552956,ตึกผู้ป่วยนอก (OPD),4,ทันตกรรม,,ทันตกรรม,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-01158
1163,BARCODE SCANNERS,ZEBRA,DS2208,S22149010555054,ตึกผู้ป่วยนอก (OPD),4,OPD จักษุ,ห้องตรวจ,จักษุวิทยา,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-01159
1164,BARCODE SCANNERS,ZEBRA,DS2208,S22178010553511,ตึกผู้ป่วยนอก (OPD),4,OPD จักษุ,ห้องตรวจ,จักษุวิทยา,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-01160
1165,BARCODE SCANNERS,ZEBRA,DS2208,S22149010553963,ตึกผู้ป่วยนอก (OPD),4,OPD จักษุ,ห้องตรวจ,จักษุวิทยา,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-01161
1166,BARCODE SCANNERS,ZEBRA,DS2208,S22178010553512,ตึกผู้ป่วยนอก (OPD),4,OPD จักษุ,ห้องตรวจ,จักษุวิทยา,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-01162
1167,BARCODE SCANNERS,ZEBRA,DS2208,S22178010553515,ตึกผู้ป่วยนอก (OPD),4,OPD จักษุ,ห้องตรวจ,จักษุวิทยา,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-01163
1168,BARCODE SCANNERS,ZEBRA,DS2208,S22149010555298,ตึกผู้ป่วยนอก (OPD),4,OPD จักษุ,ห้องตรวจ,จักษุวิทยา,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-01164
1169,BARCODE SCANNERS,ZEBRA,DS2208,S22149010555311,ตึกผู้ป่วยนอก (OPD),4,OPD จักษุ,ห้องตรวจ,จักษุวิทยา,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-01165
1170,BARCODE SCANNERS,ZEBRA,DS2208,S22150010551650,ตึกผู้ป่วยนอก (OPD),4,OPD จักษุ,ห้องตรวจ,จักษุวิทยา,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-01166
1171,BARCODE SCANNERS,ZEBRA,DS2208,S22150010551696,ตึกผู้ป่วยนอก (OPD),4,OPD จักษุ,ห้องตรวจ,จักษุวิทยา,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-01167
1172,BARCODE SCANNERS,ZEBRA,DS2208,S22150010551633,ตึกผู้ป่วยนอก (OPD),4,OPD จักษุ,ห้องตรวจ,จักษุวิทยา,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-01168
1173,BARCODE SCANNERS,ZEBRA,DS2208,S22150010551648,ตึกผู้ป่วยนอก (OPD),4,OPD จักษุ,ห้องตรวจ,จักษุวิทยา,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-01169
1174,BARCODE SCANNERS,ZEBRA,DS2208,S22178010553983,ตึกผู้ป่วยนอก (OPD),4,OPD จักษุ,ห้องตรวจ,จักษุวิทยา,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-01170
1175,BARCODE SCANNERS,ZEBRA,DS2208,S22178010553986,ตึกผู้ป่วยนอก (OPD),4,OPD จักษุ,ห้องตรวจ,จักษุวิทยา,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-01171
1176,BARCODE SCANNERS,ZEBRA,DS2208,S22150010551672,ตึกผู้ป่วยนอก (OPD),4,คลินิกโรคเลือด-และข้อ,,อายุรกรรม,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-01172
402,BARCODE SCANNERS,ZEBRA,DS2208,S22179010552249,ตึกเชี่ยวชาญ,2,ห้องเตรียมยาเคมีบำบัด,,เภสัชกรรม,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-00398
1178,PRINTER INKJET AIO,EPSON,L5290,X8H2029166,ตึกผู้ป่วยนอก (OPD),4,ทันตกรรม,,ทันตกรรม,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,TRUE,TOTAL,UDH-01174
1179,PRINTER INKJET AIO,EPSON,L5290,X8H2029613,ตึกผู้ป่วยนอกเดิม,2,ศูนย์คอมพิวเตอร์,ห้องประชุม,,Temporary,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-08-06 13:32:35,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,UDH-01175
1180,PRINTER INKJET AIO,EPSON,L5290,X8H2027146,ตึกผู้ป่วยนอก (OPD),4,ทันตกรรม,,ทันตกรรม,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,TRUE,TOTAL,UDH-01176
1181,PRINTER INKJET AIO,EPSON,L5290,X8H2029456,ตึกผู้ป่วยนอก (OPD),4,OPD จักษุ,ห้องตรวจตา เบอร์ 3,จักษุวิทยา,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,TRUE,TOTAL,UDH-01177
1182,PRINTER INKJET,EPSON,M3170,X5TT005970,ตึกผู้ป่วยนอก (OPD),4,OPD จักษุ,จุดบริการ 11,จักษุวิทยา,Retired,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,TRUE,TOTAL,UDH-01178
1183,PRINTER INKJET,EPSON,M3170,X5TT006145,ตึกผู้ป่วยนอก (OPD),4,OPD จักษุ,ห้องตรวจตา เบอร์ 4,จักษุวิทยา,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,TRUE,TOTAL,UDH-01179
1184,PRINTER INKJET AIO,EPSON,L5290,X8H2029119,ตึกผู้ป่วยนอก (OPD),4,OPD จักษุ,จุดบริการ 13,จักษุวิทยา,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,TRUE,TOTAL,UDH-01180
1185,PRINTER INKJET A4,EPSON,L3150,X9CB060334,ตึกผู้ป่วยนอก (OPD),4,OPD จักษุ,ห้องตรวจ,จักษุวิทยา,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,TRUE,TOTAL,UDH-01181
1186,PRINTER INKJET AIO,EPSON,L5290,X8H2029183,ตึกผู้ป่วยนอก (OPD),4,OPD จักษุ,จุดบริการ 17,จักษุวิทยา,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,TRUE,TOTAL,UDH-01182
1187,PRINTER INKJET AIO,EPSON,L5290,X8H2029612,ตึกผู้ป่วยนอก (OPD),4,OPD จักษุ,จุดบริการ 15,จักษุวิทยา,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,TRUE,TOTAL,UDH-01183
1188,PRINTER INKJET AIO,EPSON,L5290,X8H2029627,ตึกผู้ป่วยนอก (OPD),4,คลินิกโรคเลือด-และข้อ,,อายุรกรรม,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,TRUE,TOTAL,UDH-01184
1189,PRINTER INKJET AIO,EPSON,L5290,X8H2029130,ตึกผู้ป่วยนอก (OPD),4,คลินิกโรคเลือด-และข้อ,,อายุรกรรม,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,TRUE,TOTAL,UDH-01185
1190,PRINTER INKJET AIO,EPSON,L5290,X8H2029075,ตึกผู้ป่วยนอก (OPD),4,คลินิกโรคเลือด-และข้อ,,อายุรกรรม,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,TRUE,TOTAL,UDH-01186
1191,PRINTER INKJET,EPSON,M3170,X5TT005893,ตึกผู้ป่วยนอก (OPD),4,ทันตกรรม,,ทันตกรรม,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,TRUE,TOTAL,UDH-01187
1192,PRINTER INKJET,EPSON,M3170,X5TT006030,ตึกผู้ป่วยนอก (OPD),4,ทันตกรรม,,ทันตกรรม,Retired,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,TRUE,TOTAL,UDH-01188
1193,PRINTER INKJET,EPSON,M3170,X5TT006032,ตึกผู้ป่วยนอก (OPD),4,ทันตกรรม,,ทันตกรรม,Retired,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,TRUE,TOTAL,UDH-01189
403,BARCODE SCANNERS,ZEBRA,DS2208,S22179010552084,ตึกเชี่ยวชาญ,2,ห้องเตรียมยาเคมีบำบัด,,เภสัชกรรม,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-00399
404,BARCODE SCANNERS,ZEBRA,DS2208,S22179010552093,ตึกเชี่ยวชาญ,2,ห้องเตรียมยาเคมีบำบัด,,เภสัชกรรม,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-00400
1196,PRINTER LASER,SAMSUNG,M4020ND,CNB3L3WSS1,ตึกผู้ป่วยนอก (OPD),4,คลินิกโรคเลือด-และข้อ,,อายุรกรรม,Retired,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,nikorn2527@gmail.com,,,,2026-07-09,,COMPANY,,TRUE,TOTAL,UDH-01192
1197,PRINTER LASER,SAMSUNG,M4020ND,CNB3L3WSSH,ตึกผู้ป่วยนอก (OPD),4,OPD จักษุ,ห้องตรวจตา เบอร์ 6,จักษุวิทยา,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,TRUE,TOTAL,UDH-01193
1198,PRINTER LASER,SAMSUNG,M4020ND,CNB3L3WSXV,ตึกผู้ป่วยนอก (OPD),4,OPD จักษุ,ห้องตรวจตา เบอร์ 3,จักษุวิทยา,Retired,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,TRUE,TOTAL,UDH-01194
1199,PRINTER LASER,OKI,B412DN,BW38048625C0,ตึกผู้ป่วยนอก (OPD),4,OPD จักษุ,ห้องตรวจ,จักษุวิทยา,Retired,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,TRUE,TOTAL,UDH-01195
1200,PRINTER LASER,SAMSUNG,M4020ND,CNB3L3MSS1,ตึกผู้ป่วยนอก (OPD),4,คลินิกโรคเลือด-และข้อ,,อายุรกรรม,Retired,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,TRUE,TOTAL,UDH-01196
1201,PRINTER LASER,SAMSUNG,M4020ND,CNB3L3WSXS,ตึกผู้ป่วยนอก (OPD),4,คลินิกโรคเลือด-และข้อ,,อายุรกรรม,Retired,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,nikorn2527@gmail.com,,,,2026-07-09,,COMPANY,,TRUE,TOTAL,UDH-01197
1202,PRINTER LASER,HP,M404DN,PHFXG18943,ตึกผู้ป่วยนอก (OPD),4,คลินิกโรคเลือด-และข้อ,,อายุรกรรม,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,TRUE,TOTAL,UDH-01198
1203,PRINTER LASER,HP,M404DN,PHFXG18936,ตึกผู้ป่วยนอก (OPD),5,การเงิน,,การเงิน,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,TRUE,TOTAL,UDH-01199
405,BARCODE SCANNERS,ZEBRA,DS2208,S22179010552121,ตึกเชี่ยวชาญ,2,ห้องเตรียมยาเคมีบำบัด,,เภสัชกรรม,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-00401
406,BARCODE SCANNERS,ZEBRA,DS2208,S22176010553284,ตึกเชี่ยวชาญ,2,ห้องเตรียมยาเคมีบำบัด,,เภสัชกรรม,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-00402
407,BARCODE SCANNERS,ZEBRA,DS2208,S22149010555153,ตึกเชี่ยวชาญ,2,ห้องเตรียมยาเคมีบำบัด,,เภสัชกรรม,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-00403
1207,PRINTER THERMAL,ZEBRA,ZD421,D6J222613674,ตึกผู้ป่วยนอก (OPD),4,คลินิกโรคเลือด-และข้อ,,อายุรกรรม,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-01203
1208,PRINTER THERMAL,ZEBRA,ZD421,D6J222613616,ตึกผู้ป่วยนอก (OPD),4,OPD จักษุ,ห้องตรวจ,จักษุวิทยา,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-01204
1209,PRINTER THERMAL,ZEBRA,ZD421,D6J222614656,ตึกผู้ป่วยนอก (OPD),4,OPD จักษุ,ห้องตรวจ,จักษุวิทยา,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-01205
1210,PRINTER THERMAL,ZEBRA,ZD421,D6J222700813,ตึกผู้ป่วยนอก (OPD),4,OPD จักษุ,ห้องตรวจ,จักษุวิทยา,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-01206
1211,PRINTER THERMAL,ZEBRA,ZD421,D6J222700828,ตึกผู้ป่วยนอก (OPD),4,OPD จักษุ,ห้องตรวจ,จักษุวิทยา,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-01207
1212,PRINTER THERMAL,ZEBRA,ZD421,D6J222613580,ตึกผู้ป่วยนอก (OPD),4,OPD จักษุ,ห้องตรวจ,จักษุวิทยา,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-01208
1213,PRINTER THERMAL,ZEBRA,ZD421,D6J222614740,ตึกผู้ป่วยนอก (OPD),4,OPD จักษุ,ห้องตรวจ,จักษุวิทยา,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-01209
1214,PRINTER THERMAL,ZEBRA,ZD421,D6J222614768,ตึกผู้ป่วยนอก (OPD),4,OPD จักษุ,ห้องตรวจ,จักษุวิทยา,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-01210
1215,PRINTER THERMAL,ZEBRA,ZD421,D6J222700807,ตึกผู้ป่วยนอก (OPD),4,OPD จักษุ,ห้องตรวจ,จักษุวิทยา,Active,โรงพยาบาลศูนย์อุดรธานี,อด 0033.1/380/2568 ลงวันที่ 26 สิงหาคม 2568,,,,2026-05-14 17:43:14,System,,,,,,COMPANY,,FALSE,TOTAL,UDH-01211
